~North America~Europe~Australia
007 James Bond: Blood Stone~Third-person Shooter, Action-adventure~Bizarre Creations~Activision~November 5, 2010~November 2, 2010~November 5, 2010~January 13, 2011~No
007 Legends~First-person Shooter~Eurocom~Activision~November 5, 2010~October 16, 2012~October 19, 2012~October 31, 2012~No
007: Quantum of Solace~First-person Shooter~Treyarch~Activision~November 5, 2010~November 4, 2008~October 31, 2008~March 26, 2009~No
11eyes Crossover~Visual novel~5pb.~5pb.~November 5, 2010~Unreleased~April 2, 2009~April 2, 2009~No
2006 FIFA World Cup~Sports~EA Canada~EA Sports~November 5, 2010~April 24, 2006~April 28, 2006~April 27, 2006~No
2010 FIFA World Cup South Africa~Sports~EA Canada~EA Sports~November 5, 2010~April 27, 2010~April 30, 2010~April 30, 2010~No
2014 FIFA World Cup Brazil~Sports~EA Canada~EA Sports~November 5, 2010~April 15, 2014~April 17, 2014~April 17, 2014~No
50 Cent: Blood on the Sand~Third-person Shooter~Swordfish Studios~THQ~November 5, 2010~February 24, 2009~February 6, 2009~July 23, 2009~No
A-Train HX~Train Sim~Artdink~505 GamesEU, ArtdinkJP~November 5, 2010~Unreleased~March 7, 2008~December 21, 2006~No
Absolute: Blazing Infinity~Tactical RPG~Idea Factory~Idea Factory~November 5, 2010~Unreleased~Unreleased~March 29, 2007~No
AC/DC Live: Rock Band Track Pack~Music~Harmonix~MTV Games~November 5, 2010~November 2, 2008~December 19, 2008~Unreleased~No
Ace Combat 6: Fires of Liberation~Combat Flight Simulator~Namco Bandai Games~Namco Bandai Games, AtariEU~November 5, 2010~October 23, 2007~November 23, 2007~November 1, 2007~No
Ace Combat: Assault Horizon~Combat Flight Simulator~Namco Bandai Games~Namco Bandai Games~November 5, 2010~October 11, 2011~October 14, 2011~October 13, 2011~No
Adventure Time: Explore the Dungeon Because I DON'T KNOW!~Action-adventure, Brawler~WayForward Technologies~D3 Publisher~November 5, 2010~November 19, 2013~November 15, 2013~Unreleased~No
Adventure Time: Finn & Jake Investigations~Action-adventure~Vicious Cycle Software~Little Orbit~November 5, 2010~October 20, 2015~November 6, 2015~Unreleased~No
Adventure Time: The Secret of the Nameless Kingdom~Action-adventure~WayForward Technologies~Little Orbit~November 5, 2010~November 15, 2014~November 15, 2014~Unreleased~No
Adventures of Tintin: The Secret of the Unicorn, The~Action-adventure~Ubisoft Montpellier~Ubisoft~November 5, 2010~December 6, 2011~October 21, 2011~Unreleased~No
AFL Live~Sports~Big Ant Studios~Tru Blu Entertainment~November 5, 2010~Unreleased~Unreleased~April 21, 2011~No
AFL Live 2~Sports~Wicked Witch Software~Tru Blu Entertainment~November 5, 2010~Unreleased~Unreleased~September 12, 2013~No
Afro Samurai~Action~Namco Bandai Games~Namco Bandai Games~November 5, 2010~January 27, 2009~April 2, 2009~Unreleased~No
Air Conflicts: Pacific Carriers~Action, Flight simulator~Games Farm~bitComposer~November 5, 2010~Unreleased~December 7, 2012~Unreleased~No
Air Conflicts: Secret Wars~Action, Flight simulator~Games Farm~bitComposer~November 5, 2010~July 8, 2011~July 8, 2011~Unreleased~No
Air Conflicts: Vietnam~Action, Flight simulator~Kalypso Media~Kalypso Media~September 12, 2013~October 3, 2013~October 3, 2013~November 5, 2010~No
Akai Katana Shin~Bullet hell~Cave~Cave~May 15, 2012~May 15, 2012~May 26, 2011~November 5, 2010~No
Alan Wake~Third-person Shooter, Action, Psychological Thriller~Remedy Entertainment~Microsoft Game Studios~May 18, 2010~May 14, 2010~May 27, 2010~November 5, 2010~Yes
Alice: Madness Returns~Action-adventure, Platform, Survival Horror~Spicy Horse~Electronic Arts~June 14, 2011~June 16, 2011~Unreleased~November 5, 2010~Yes
Alien: Isolation~First-person Shooter, Survival Horror~The Creative Assembly~Sega~October 7, 2014~October 7, 2014~October 7, 2014~November 5, 2010~No
Alien Breed Trilogy[note 1]~Isometric shooter~Team17~Mastertronic~Unreleased~Unreleased~Unreleased~November 5, 2010~No
Aliens vs. Predator~First-person Shooter, Survival Horror, Action~Rebellion Developments~Sega~February 16, 2010~February 19, 2010~Unreleased~November 5, 2010~No
Aliens: Colonial Marines~First-person Shooter~Gearbox Software~Sega~February 12, 2013~February 12, 2013~February 12, 2013~November 5, 2010~No
All Round Hunter[note 2]~Hunting/Fishing~Beast Studios~505 Games~June 22, 2010~September 16, 2010~Unreleased~November 5, 2010~No
All-Pro Football 2K8~Sports~Visual Concepts~2K Sports~July 16, 2007~July 16, 2007~Unreleased~November 5, 2010~No
Alone in the Dark~Survival Horror~Eden Games~Atari~June 24, 2008~June 20, 2008~December 25, 2008~November 5, 2010~No
Alpha Protocol~Action RPG~Obsidian Entertainment~Sega~June 1, 2010~May 28, 2010~Unreleased~November 5, 2010~No
Amazing Spider-Man, The~Action-adventure, Open World~Beenox~Activision~June 26, 2012~June 26, 2012~June 26, 2012~November 5, 2010~No
Amazing Spider-Man 2, The~Action-adventure, Open World~Beenox~Activision~April 29, 2014~April 29, 2014~April 29, 2014~November 5, 2010~No
America's Army: True Soldiers~Tactical Shooter~Red Storm Entertainment~Ubisoft~November 15, 2007~November 15, 2007~Unreleased~November 5, 2010~No
Amped 3~Sports~Indie Built~2K Sports~November 15, 2005[1]~December 2, 2005~December 2, 2005~November 5, 2010~No
Anarchy Reigns~Brawler~PlatinumGames~Sega~January 8, 2013~January 11, 2013~July 5, 2012~November 5, 2010~No
Angry Birds Star Wars~Puzzle, Strategy~Rovio Entertainment, Exient Entertainment~Activision~November 8, 2012~November 8, 2012~Unreleased~November 5, 2010~No
Angry Birds Trilogy~Platformer~Rovio Entertainment~Activision~September 25, 2012~September 25, 2012~September 25, 2012~November 5, 2010~No
Apache: Air Assault~Combat Flight Simulator~Gaijin Entertainment~Activision~November 16, 2010~November 19, 2010~November 16, 2010~November 5, 2010~No
Apocalypse: Desire Next~Tactical RPG~Idea Factory~Idea Factory~Unreleased~Unreleased~November 29, 2007~November 5, 2010~No
AquaZone: Life Simulator~Sim~Frontier Groove~Frontier Groove~September 14, 2006~Unreleased~Unreleased~Unreleased~No
